"iteration","age_impact","MR_death_impact","MR_age_impact","age_recruit_impact_value","MR_recruit_impact","recruitment_const","timeperiod","Lifestage","mean_MR","sd_MR"
22,0.775,0.05,8.75,1,0.7525,0.002,"Soon","Adult",0.43110280559401,0.0503622848256532
22,0.775,0.05,8.75,1,0.7525,0.002,"Soon","Seedling",0.412909638322728,0.0543265008304226
22,0.775,0.05,8.75,1,0.7525,0.002,"Soon","Subadult",0.421516161983821,0.057597374255576
22,0.775,0.05,8.75,1,0.7525,0.002,"After","Adult",0.43458812605904,0.0401032534642618
22,0.775,0.05,8.75,1,0.7525,0.002,"After","Seedling",0.421230515154736,0.0558023852464138
22,0.775,0.05,8.75,1,0.7525,0.002,"After","Subadult",0.41980953172405,0.0627205589152412
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"Soon","Adult",0.417165030282669,0.0612665112062607
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"Soon","Seedling",0.417714183751093,0.0508563899074174
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"Soon","Subadult",0.407716666723218,0.0626424109087989
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"After","Adult",0.39237805418826,0.0657883630683867
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"After","Seedling",0.420106741169539,0.0543028477777498
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"After","Subadult",0.419315273980503,0.0631446495752863
28,0.1,0.7625,20,0.2575,0.01,0.00575,"Soon","Adult",0.418070980052236,0.0651277700128681
28,0.1,0.7625,20,0.2575,0.01,0.00575,"Soon","Seedling",0.402568791684682,0.0588190533550788
28,0.1,0.7625,20,0.2575,0.01,0.00575,"Soon","Subadult",0.393879178944529,0.0679266381026304
28,0.1,0.7625,20,0.2575,0.01,0.00575,"After","Adult",0.410759566742699,0.0548678974111667
28,0.1,0.7625,20,0.2575,0.01,0.00575,"After","Seedling",0.418990865094922,0.0482403247368156
28,0.1,0.7625,20,0.2575,0.01,0.00575,"After","Subadult",0.399009207904946,0.0509545112864365
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"Soon","Adult",0.430537517288176,0.0518519988456923
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"Soon","Seedling",0.409843855630898,0.0573304845451115
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"Soon","Subadult",0.417427311074947,0.0574164905147921
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"After","Adult",0.425562336450764,0.0625122129914629
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"After","Seedling",0.417885691814796,0.0605100268067278
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"After","Subadult",0.423937342713051,0.0512487046713922
30,0.775,0.05,8.75,0.7525,0.01,0.002,"Soon","Adult",0.432611585517287,0.0549868328194245
30,0.775,0.05,8.75,0.7525,0.01,0.002,"Soon","Seedling",0.430610249600134,0.0600958502312602
30,0.775,0.05,8.75,0.7525,0.01,0.002,"Soon","Subadult",0.411084479478515,0.0576458561576703
30,0.775,0.05,8.75,0.7525,0.01,0.002,"After","Adult",0.432690816648598,0.0514515713914833
30,0.775,0.05,8.75,0.7525,0.01,0.002,"After","Seedling",0.4159691183923,0.0492886418742939
30,0.775,0.05,8.75,0.7525,0.01,0.002,"After","Subadult",0.43505279614069,0.0555712961507277
35,0.1,0.7625,20,0.01,0.01,0.00575,"Soon","Adult",0.407412839708016,0.0678447821699297
35,0.1,0.7625,20,0.01,0.01,0.00575,"Soon","Seedling",0.408909682910664,0.0487592335111805
35,0.1,0.7625,20,0.01,0.01,0.00575,"Soon","Subadult",0.399306312294626,0.0550345526518641
35,0.1,0.7625,20,0.01,0.01,0.00575,"After","Adult",0.370359476019598,0.0546446691452409
35,0.1,0.7625,20,0.01,0.01,0.00575,"After","Seedling",0.399656581162114,0.0591785211836238
35,0.1,0.7625,20,0.01,0.01,0.00575,"After","Subadult",0.389161825047691,0.04513624309533
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"Soon","Adult",0.406992849402703,0.0634862530032596
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"Soon","Seedling",0.409630517036077,0.0586284214277781
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"Soon","Subadult",0.423181131290119,0.0572816588181489
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"After","Adult",0.403985334441819,0.0588351958333815
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"After","Seedling",0.421225309350972,0.0525704788807219
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"After","Subadult",0.423281057187451,0.0467970482528327
37,0.325,0.05,16.25,1,0.7525,0.007,"Soon","Adult",0.431352225320104,0.0575888033840724
37,0.325,0.05,16.25,1,0.7525,0.007,"Soon","Seedling",0.418039212800178,0.0513039084986667
37,0.325,0.05,16.25,1,0.7525,0.007,"Soon","Subadult",0.416256078243009,0.0583077985413591
37,0.325,0.05,16.25,1,0.7525,0.007,"After","Adult",0.414539369406588,0.0613331021816383
37,0.325,0.05,16.25,1,0.7525,0.007,"After","Seedling",0.409287157881538,0.0713280204977365
37,0.325,0.05,16.25,1,0.7525,0.007,"After","Subadult",0.425760349406025,0.068684340695023
39,1,0.05,16.25,1,0.7525,0.00325,"Soon","Adult",0.431859349146241,0.0584906311301714
39,1,0.05,16.25,1,0.7525,0.00325,"Soon","Seedling",0.410361908025016,0.0522557058857122
39,1,0.05,16.25,1,0.7525,0.00325,"Soon","Subadult",0.43356494540758,0.0531896802044549
39,1,0.05,16.25,1,0.7525,0.00325,"After","Adult",0.429896545392811,0.0500965861453442
39,1,0.05,16.25,1,0.7525,0.00325,"After","Seedling",0.428400070704165,0.055705936981716
39,1,0.05,16.25,1,0.7525,0.00325,"After","Subadult",0.418011222770354,0.0486050253878894
40,1,0.05,16.25,1,0.01,0.00325,"Soon","Adult",0.422774140368511,0.0588486305322376
40,1,0.05,16.25,1,0.01,0.00325,"Soon","Seedling",0.424307604935488,0.0585486616435633
40,1,0.05,16.25,1,0.01,0.00325,"Soon","Subadult",0.418956210781152,0.0551512047214845
40,1,0.05,16.25,1,0.01,0.00325,"After","Adult",0.430315603855696,0.0666787104136043
40,1,0.05,16.25,1,0.01,0.00325,"After","Seedling",0.426833710619109,0.0562287753661807
40,1,0.05,16.25,1,0.01,0.00325,"After","Subadult",0.429612590321161,0.053054885618552
43,0.325,0.7625,5,0.7525,1,0.007,"Soon","Adult",0.412048073084321,0.0584732576799174
43,0.325,0.7625,5,0.7525,1,0.007,"Soon","Seedling",0.424781178176529,0.0517391439824275
43,0.325,0.7625,5,0.7525,1,0.007,"Soon","Subadult",0.431621774470871,0.0537770409599482
43,0.325,0.7625,5,0.7525,1,0.007,"After","Adult",0.414412153489354,0.0641691990901625
43,0.325,0.7625,5,0.7525,1,0.007,"After","Seedling",0.400229394519069,0.057687483324938
43,0.325,0.7625,5,0.7525,1,0.007,"After","Subadult",0.407287889992646,0.0589508683777065
44,0.325,0.7625,5,0.7525,0.2575,0.007,"Soon","Adult",0.423853085135791,0.0552312410052254
44,0.325,0.7625,5,0.7525,0.2575,0.007,"Soon","Seedling",0.424845851426067,0.058489258628622
44,0.325,0.7625,5,0.7525,0.2575,0.007,"Soon","Subadult",0.412649053897199,0.0549727429265773
44,0.325,0.7625,5,0.7525,0.2575,0.007,"After","Adult",0.411466416394693,0.0578682905056164
44,0.325,0.7625,5,0.7525,0.2575,0.007,"After","Seedling",0.431241474750879,0.0624914786976915
44,0.325,0.7625,5,0.7525,0.2575,0.007,"After","Subadult",0.410339772575684,0.057191479969564
45,1,0.7625,5,0.7525,0.2575,0.007,"Soon","Adult",0.427525858436991,0.0553818514188384
45,1,0.7625,5,0.7525,0.2575,0.007,"Soon","Seedling",0.412837206321017,0.0565887261911667
45,1,0.7625,5,0.7525,0.2575,0.007,"Soon","Subadult",0.402504914461295,0.0564167984466493
45,1,0.7625,5,0.7525,0.2575,0.007,"After","Adult",0.431624259007283,0.0477152056557834
45,1,0.7625,5,0.7525,0.2575,0.007,"After","Seedling",0.424135282732152,0.054051107168117
45,1,0.7625,5,0.7525,0.2575,0.007,"After","Subadult",0.426767472130275,0.0576514619962652
46,1,0.05,5,0.7525,0.2575,0.007,"Soon","Adult",0.439102966938047,0.0549037972540232
46,1,0.05,5,0.7525,0.2575,0.007,"Soon","Seedling",0.431707656769238,0.0573433624966421
46,1,0.05,5,0.7525,0.2575,0.007,"Soon","Subadult",0.423024417585346,0.0507199012655641
46,1,0.05,5,0.7525,0.2575,0.007,"After","Adult",0.425671139765066,0.0602690008020778
46,1,0.05,5,0.7525,0.2575,0.007,"After","Seedling",0.435088362122533,0.0613280130638841
46,1,0.05,5,0.7525,0.2575,0.007,"After","Subadult",0.437391260174769,0.0482913443442197
47,1,0.05,5,0.7525,0.2575,0.00325,"Soon","Adult",0.435958325069165,0.0516522201084873
47,1,0.05,5,0.7525,0.2575,0.00325,"Soon","Seedling",0.42369351273894,0.0536840939661295
47,1,0.05,5,0.7525,0.2575,0.00325,"Soon","Subadult",0.422581132501576,0.0547419435332821
47,1,0.05,5,0.7525,0.2575,0.00325,"After","Adult",0.427034758397012,0.0556334045290822
47,1,0.05,5,0.7525,0.2575,0.00325,"After","Seedling",0.41452681614024,0.0583409780279733
47,1,0.05,5,0.7525,0.2575,0.00325,"After","Subadult",0.420053999568756,0.0660717816720662
48,1,0.05,5,0.01,0.2575,0.00325,"Soon","Adult",0.426036120663957,0.0521068748032112
48,1,0.05,5,0.01,0.2575,0.00325,"Soon","Seedling",0.425062340027254,0.056955996744807
48,1,0.05,5,0.01,0.2575,0.00325,"Soon","Subadult",0.417809120995676,0.0531134330120282
48,1,0.05,5,0.01,0.2575,0.00325,"After","Adult",0.425571082081567,0.0556873245313206
48,1,0.05,5,0.01,0.2575,0.00325,"After","Seedling",0.410491453081386,0.0638390115017325
48,1,0.05,5,0.01,0.2575,0.00325,"After","Subadult",0.429043304674405,0.0550356787332512
49,1,0.05,16.25,0.01,0.2575,0.00325,"Soon","Adult",0.429951621735524,0.0567385969426405
49,1,0.05,16.25,0.01,0.2575,0.00325,"Soon","Seedling",0.432848130909795,0.0545446521451811
49,1,0.05,16.25,0.01,0.2575,0.00325,"Soon","Subadult",0.42631314973974,0.0495586298532397
49,1,0.05,16.25,0.01,0.2575,0.00325,"After","Adult",0.437279294630392,0.0480377007289889
49,1,0.05,16.25,0.01,0.2575,0.00325,"After","Seedling",0.433751036946962,0.0587477829154379
49,1,0.05,16.25,0.01,0.2575,0.00325,"After","Subadult",0.420765298883063,0.0528593425964443
50,0.775,0.2875,20,0.7525,0.7525,0.007,"Soon","Adult",0.424386214305537,0.0513121439534451
50,0.775,0.2875,20,0.7525,0.7525,0.007,"Soon","Seedling",0.426608902488914,0.0549702499469119
50,0.775,0.2875,20,0.7525,0.7525,0.007,"Soon","Subadult",0.416769916067695,0.0481278039033398
50,0.775,0.2875,20,0.7525,0.7525,0.007,"After","Adult",0.415947925219868,0.0561022593315154
50,0.775,0.2875,20,0.7525,0.7525,0.007,"After","Seedling",0.431604634429553,0.0488326902479429
50,0.775,0.2875,20,0.7525,0.7525,0.007,"After","Subadult",0.41350668992977,0.0563403429910829
56,0.1,1,8.75,0.01,0.01,0.00325,"Soon","Adult",0.413986636981432,0.0551969574490311
56,0.1,1,8.75,0.01,0.01,0.00325,"Soon","Seedling",0.410211717169173,0.0604126446356225
56,0.1,1,8.75,0.01,0.01,0.00325,"Soon","Subadult",0.411150011459779,0.0560522841636707
56,0.1,1,8.75,0.01,0.01,0.00325,"After","Adult",0.40287352346316,0.0544614250112219
56,0.1,1,8.75,0.01,0.01,0.00325,"After","Seedling",0.390772686730669,0.0535044945252622
56,0.1,1,8.75,0.01,0.01,0.00325,"After","Subadult",0.398025744556667,0.0556629343679638
63,0.325,0.05,20,0.2575,0.7525,0.00325,"Soon","Adult",0.426394903179115,0.0552145700770937
63,0.325,0.05,20,0.2575,0.7525,0.00325,"Soon","Seedling",0.430887930087496,0.0567977595467721
63,0.325,0.05,20,0.2575,0.7525,0.00325,"Soon","Subadult",0.418149109784961,0.0584947736210092
63,0.325,0.05,20,0.2575,0.7525,0.00325,"After","Adult",0.420290958156737,0.056490856181284
63,0.325,0.05,20,0.2575,0.7525,0.00325,"After","Seedling",0.412595361263763,0.0532688072064004
63,0.325,0.05,20,0.2575,0.7525,0.00325,"After","Subadult",0.425282825803141,0.0505895682256667
64,0.325,0.05,8.75,0.2575,0.01,0.00325,"Soon","Adult",0.425103329259541,0.0526550378443909
64,0.325,0.05,8.75,0.2575,0.01,0.00325,"Soon","Seedling",0.419014708608264,0.0626736360449696
64,0.325,0.05,8.75,0.2575,0.01,0.00325,"Soon","Subadult",0.420961180426932,0.0512608220484887
64,0.325,0.05,8.75,0.2575,0.01,0.00325,"After","Adult",0.422196174988546,0.0559737625431374
64,0.325,0.05,8.75,0.2575,0.01,0.00325,"After","Seedling",0.426516354300213,0.0524351396564675
64,0.325,0.05,8.75,0.2575,0.01,0.00325,"After","Subadult",0.427185867879338,0.0612006811708255
65,1,0.05,8.75,0.2575,0.01,0.00325,"Soon","Adult",0.432983905463663,0.056937150558686
65,1,0.05,8.75,0.2575,0.01,0.00325,"Soon","Seedling",0.429747830845768,0.0617391131975033
65,1,0.05,8.75,0.2575,0.01,0.00325,"Soon","Subadult",0.428113910582807,0.0588931638507198
65,1,0.05,8.75,0.2575,0.01,0.00325,"After","Adult",0.439568336780223,0.0529230296574141
65,1,0.05,8.75,0.2575,0.01,0.00325,"After","Seedling",0.41973367365625,0.0667379558112473
65,1,0.05,8.75,0.2575,0.01,0.00325,"After","Subadult",0.406749359167992,0.0604750427483266
66,1,0.05,8.75,0.2575,0.7525,0.00325,"Soon","Adult",0.424213293546494,0.0575565742884686
66,1,0.05,8.75,0.2575,0.7525,0.00325,"Soon","Seedling",0.428254772856955,0.0544586831682305
66,1,0.05,8.75,0.2575,0.7525,0.00325,"Soon","Subadult",0.420468122742683,0.0591729554626292
66,1,0.05,8.75,0.2575,0.7525,0.00325,"After","Adult",0.437293158709856,0.0515466021999109
66,1,0.05,8.75,0.2575,0.7525,0.00325,"After","Seedling",0.433262870456999,0.0619281845119814
66,1,0.05,8.75,0.2575,0.7525,0.00325,"After","Subadult",0.42717013368734,0.0678492467893109
67,1,0.05,8.75,0.2575,0.7525,0.007,"Soon","Adult",0.438413029975737,0.05704618238812
67,1,0.05,8.75,0.2575,0.7525,0.007,"Soon","Seedling",0.428399097910194,0.0609766204303096
67,1,0.05,8.75,0.2575,0.7525,0.007,"Soon","Subadult",0.42853318354542,0.0540053915014436
67,1,0.05,8.75,0.2575,0.7525,0.007,"After","Adult",0.429327647206995,0.0626238776904039
67,1,0.05,8.75,0.2575,0.7525,0.007,"After","Seedling",0.429846286459238,0.0506636133130655
67,1,0.05,8.75,0.2575,0.7525,0.007,"After","Subadult",0.434131321893446,0.0539799091493712
68,1,0.05,20,0.2575,0.7525,0.007,"Soon","Adult",0.425447740497169,0.0534494676920227
68,1,0.05,20,0.2575,0.7525,0.007,"Soon","Seedling",0.415760535863653,0.060146542412647
68,1,0.05,20,0.2575,0.7525,0.007,"Soon","Subadult",0.422088286996819,0.0567657326455019
68,1,0.05,20,0.2575,0.7525,0.007,"After","Adult",0.433240427289522,0.0534786256301143
68,1,0.05,20,0.2575,0.7525,0.007,"After","Seedling",0.417849531746556,0.0489134667287336
68,1,0.05,20,0.2575,0.7525,0.007,"After","Subadult",0.420386979354515,0.0576974366441675
