"iteration","age_impact","MR_death_impact","MR_age_impact","age_recruit_impact_value","MR_recruit_impact","recruitment_const","timeperiod","Lifestage","mean_MR","sd_MR"
22,0.775,0.05,8.75,1,0.7525,0.002,"Soon","Adult",0.43110280559401,0.0503622848256532
22,0.775,0.05,8.75,1,0.7525,0.002,"Soon","Seedling",0.412909638322728,0.0543265008304226
22,0.775,0.05,8.75,1,0.7525,0.002,"Soon","Subadult",0.421516161983821,0.057597374255576
22,0.775,0.05,8.75,1,0.7525,0.002,"After","Adult",0.43458812605904,0.0401032534642618
22,0.775,0.05,8.75,1,0.7525,0.002,"After","Seedling",0.421230515154736,0.0558023852464138
22,0.775,0.05,8.75,1,0.7525,0.002,"After","Subadult",0.41980953172405,0.0627205589152412
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"Soon","Adult",0.417165030282669,0.0612665112062607
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"Soon","Seedling",0.417714183751093,0.0508563899074174
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"Soon","Subadult",0.407716666723218,0.0626424109087989
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"After","Adult",0.39237805418826,0.0657883630683867
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"After","Seedling",0.420106741169539,0.0543028477777498
27,0.1,0.7625,20,0.2575,0.7525,0.00575,"After","Subadult",0.419315273980503,0.0631446495752863
28,0.1,0.7625,20,0.2575,0.01,0.00575,"Soon","Adult",0.418070980052236,0.0651277700128681
28,0.1,0.7625,20,0.2575,0.01,0.00575,"Soon","Seedling",0.402568791684682,0.0588190533550788
28,0.1,0.7625,20,0.2575,0.01,0.00575,"Soon","Subadult",0.393879178944529,0.0679266381026304
28,0.1,0.7625,20,0.2575,0.01,0.00575,"After","Adult",0.410759566742699,0.0548678974111667
28,0.1,0.7625,20,0.2575,0.01,0.00575,"After","Seedling",0.418990865094922,0.0482403247368156
28,0.1,0.7625,20,0.2575,0.01,0.00575,"After","Subadult",0.399009207904946,0.0509545112864365
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"Soon","Adult",0.430537517288176,0.0518519988456923
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"Soon","Seedling",0.409843855630898,0.0573304845451115
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"Soon","Subadult",0.417427311074947,0.0574164905147921
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"After","Adult",0.425562336450764,0.0625122129914629
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"After","Seedling",0.417885691814796,0.0605100268067278
29,0.775,0.05,8.75,0.7525,0.7525,0.002,"After","Subadult",0.423937342713051,0.0512487046713922
30,0.775,0.05,8.75,0.7525,0.01,0.002,"Soon","Adult",0.432611585517287,0.0549868328194245
30,0.775,0.05,8.75,0.7525,0.01,0.002,"Soon","Seedling",0.430610249600134,0.0600958502312602
30,0.775,0.05,8.75,0.7525,0.01,0.002,"Soon","Subadult",0.411084479478515,0.0576458561576703
30,0.775,0.05,8.75,0.7525,0.01,0.002,"After","Adult",0.432690816648598,0.0514515713914833
30,0.775,0.05,8.75,0.7525,0.01,0.002,"After","Seedling",0.4159691183923,0.0492886418742939
30,0.775,0.05,8.75,0.7525,0.01,0.002,"After","Subadult",0.43505279614069,0.0555712961507277
35,0.1,0.7625,20,0.01,0.01,0.00575,"Soon","Adult",0.407412839708016,0.0678447821699297
35,0.1,0.7625,20,0.01,0.01,0.00575,"Soon","Seedling",0.408909682910664,0.0487592335111805
35,0.1,0.7625,20,0.01,0.01,0.00575,"Soon","Subadult",0.399306312294626,0.0550345526518641
35,0.1,0.7625,20,0.01,0.01,0.00575,"After","Adult",0.370359476019598,0.0546446691452409
35,0.1,0.7625,20,0.01,0.01,0.00575,"After","Seedling",0.399656581162114,0.0591785211836238
35,0.1,0.7625,20,0.01,0.01,0.00575,"After","Subadult",0.389161825047691,0.04513624309533
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"Soon","Adult",0.406992849402703,0.0634862530032596
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"Soon","Seedling",0.409630517036077,0.0586284214277781
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"Soon","Subadult",0.423181131290119,0.0572816588181489
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"After","Adult",0.403985334441819,0.0588351958333815
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"After","Seedling",0.421225309350972,0.0525704788807219
36,0.325,0.05,16.25,0.2575,0.7525,0.007,"After","Subadult",0.423281057187451,0.0467970482528327
37,0.325,0.05,16.25,1,0.7525,0.007,"Soon","Adult",0.431352225320104,0.0575888033840724
37,0.325,0.05,16.25,1,0.7525,0.007,"Soon","Seedling",0.418039212800178,0.0513039084986667
37,0.325,0.05,16.25,1,0.7525,0.007,"Soon","Subadult",0.416256078243009,0.0583077985413591
37,0.325,0.05,16.25,1,0.7525,0.007,"After","Adult",0.414539369406588,0.0613331021816383
37,0.325,0.05,16.25,1,0.7525,0.007,"After","Seedling",0.409287157881538,0.0713280204977365
37,0.325,0.05,16.25,1,0.7525,0.007,"After","Subadult",0.425760349406025,0.068684340695023
39,1,0.05,16.25,1,0.7525,0.00325,"Soon","Adult",0.431859349146241,0.0584906311301714
39,1,0.05,16.25,1,0.7525,0.00325,"Soon","Seedling",0.410361908025016,0.0522557058857122
39,1,0.05,16.25,1,0.7525,0.00325,"Soon","Subadult",0.43356494540758,0.0531896802044549
39,1,0.05,16.25,1,0.7525,0.00325,"After","Adult",0.429896545392811,0.0500965861453442
39,1,0.05,16.25,1,0.7525,0.00325,"After","Seedling",0.428400070704165,0.055705936981716
39,1,0.05,16.25,1,0.7525,0.00325,"After","Subadult",0.418011222770354,0.0486050253878894
40,1,0.05,16.25,1,0.01,0.00325,"Soon","Adult",0.422774140368511,0.0588486305322376
40,1,0.05,16.25,1,0.01,0.00325,"Soon","Seedling",0.424307604935488,0.0585486616435633
40,1,0.05,16.25,1,0.01,0.00325,"Soon","Subadult",0.418956210781152,0.0551512047214845
40,1,0.05,16.25,1,0.01,0.00325,"After","Adult",0.430315603855696,0.0666787104136043
40,1,0.05,16.25,1,0.01,0.00325,"After","Seedling",0.426833710619109,0.0562287753661807
40,1,0.05,16.25,1,0.01,0.00325,"After","Subadult",0.429612590321161,0.053054885618552
