"V1","V2","V3","V4","V5"
"MqA_CHR05:14273695-14273995_MR",-0.0542895555301501,0.499999999999906,1.34768076297265,0.808160944968506
"MqA_CHR10:5970527-5970827_MR",-0.0521392982882003,0.499999999999996,1.34768076297265,-0.722472523503877
"MqA_CHR06:311571-311871_MR",-0.0517151922196799,0.5,1.34768076297265,0.982842315276242
"MqA_CHR11:6163325-6163625_BG",-0.0512377464045799,0.499999999999996,1.34768076297265,0.902825190465357
"MqA_CHR07:20555347-20555647_MR",-0.04935919523904,0.5,1.34768076297265,-0.835619982227084
"MqA_CHR07:20555127-20555427_MR",-0.0474660015599397,0.5,1.34768076297265,0.0285132933992208
"MqA_CHR08:25593292-25593592_MR",-0.0464987456026598,0.500000000000215,1.34768076297265,-0.217753340969007
"MqA_CHR03:7543047-7543347_MR",-0.0462822194696502,0.499999999999894,1.34768076297265,0.825799202494523
"MqA_CHR07:18067259-18067559_MR",-0.04625494569237,0.499999999999885,1.34768076297265,-0.0959688032386394
"MqA_CHR02:11599221-11599521_MR",-0.0457111014443297,0.500000000000112,1.34768076297265,0.672095210588484
"MqA_CHR07:21819248-21819548_MR",-0.0451749999945599,0.500000000000005,1.34768076297265,0.475273535751537
"MqA_CHR07:5339569-5339869_MR",-0.0449166274480999,0.500000000000005,1.34768076297265,0.622190987788624
"MqA_CHR05:17036341-17036641_MR",-0.0448975121172297,0.499999999999886,1.34768076297265,-0.223718297795037
"MqA_CHR08:25580279-25580579_MR",-0.0446029959405796,0.499999999999995,1.34768076297265,0.370507534309834
"MqA_CHR02:21887258-21887558_MR",-0.0445680241439597,0.5,1.34768076297265,-0.991903455892404
"MqA_CHR10:7118146-7118446_epistatic",-0.0440300133474802,0.499999999999995,1.34768076297265,0.655176852256272
"MqA_CHR02:3569326-3569626_MR",-0.0427167074202499,0.500000000000114,1.34768076297265,-0.998959005071476
"MqA_CHR05:3680680-3680980_MR",-0.0425142062565698,0.500000000000115,1.34768076297265,-0.576533003475597
"MqA_CHR06:11442610-11442910_MR",-0.0421580190028097,0.499999999999884,1.34768076297265,0.813438592718128
"MqA_CHR02:11587645-11587945_MR",-0.04188276507722,0.499999999999995,1.34768076297265,0.223801114452981
"MqA_CHR02:6635999-6636299_MR",-0.0418284176197399,0.499999999999995,1.34768076297265,-0.292284383080489
"MqA_CHR07:3126928-3127228_MR",-0.0417609369450997,0.500000000000005,1.34768076297265,-0.13520065962264
"MqA_CHR03:7543331-7543631_MR",-0.0414357795519398,0.499999999999995,1.34768076297265,-0.931565056855721
"MqA_CHR07:20555338-20555638_MR",-0.04127158878405,0.500000000000118,1.34768076297265,0.948131605163967
"MqA_CHR06:11857701-11858001_MR",-0.0412192575733501,0.500000000000118,1.34768076297265,-0.133297257449343
"MqA_CHR08:19339271-19339571_MR",-0.0410219700024101,0.500000000000124,1.34768076297265,0.915459077329797
"MqA_CHR04:10102280-10102580_BG",-0.0408817384540101,0.499999999999875,1.34768076297265,0.775882694821998
"MqA_CHR08:10951686-10951986_MR",-0.04077340257016,0.5,1.34768076297265,0.280399630876419
"MqA_CHR11:4676594-4676894_MR",-0.0402900638850801,0.5,1.34768076297265,0.940907395032376
"MqA_CHR07:4467850-4468150_MR",-0.0392875496063199,0.499999999999994,1.34768076297265,0.238978311450249
"MqA_CHR11:5951489-5951789_epistatic",-0.0392112737230601,0.5,1.34768076297265,-0.331445482486839
"MqA_CHR04:16742841-16743141_MR",-0.03846162335909,0.499999999999867,1.34768076297265,-0.305612552929777
"MqA_CHR08:15434168-15434468_MR",-0.03831100854919,0.499999999999872,1.34768076297265,-0.201972871063511
"MqA_CHR09:9095974-9096274_BG",-0.0379571401074399,0.5,1.34768076297265,0.571279681418651
"MqA_CHR02:11292786-11293086_BG",-0.03759118686895,0.500000000000124,1.34768076297265,-0.921070316088465
"MqA_CHR07:4837576-4837876_MR",-0.0371398736347599,0.499999999999725,1.34768076297265,0.498626369880576
"MqA_CHR08:19727160-19727460_MR",-0.0368438555048498,0.500000000000139,1.34768076297265,0.344358644902217
"MqA_CHR09:8915087-8915387_BG",-0.0365056413701299,0.50000000000014,1.34768076297265,-0.647102737029744
"MqA_CHR02:6978808-6979108_BG",-0.03641891589798,0.5,1.34768076297265,-0.478095814125219
"MqA_CHR08:19336455-19336755_MR",-0.0363687490503199,0.5,1.34768076297265,0.0298244470183146
"MqA_CHR08:10952178-10952478_MR",-0.0359309069287099,0.500000000000142,1.34768076297265,0.352113203721156
"MqA_CHR03:23608958-23609258_MR",-0.0359207288493804,0.500000000000006,1.34768076297265,0.966476760569392
"MqA_CHR05:8052751-8053051_MR",-0.03589463601711,0.499999999999864,1.34768076297265,0.519124518774064
"MqA_CHR02:6785602-6785902_BG",-0.0358409688983601,0.5,1.34768076297265,0.134724694049832
"MqA_CHR05:22469264-22469564_BG",-0.0357775994015199,0.5,1.34768076297265,0.700445997541835
"MqA_CHR03:313779-314079_BG",-0.0356954986089204,0.499999999999994,1.34768076297265,-0.620215694794223
"MqA_CHR02:7282663-7282963_MR",-0.0356294152700998,0.499999999999994,1.34768076297265,-0.456605182967276
"MqA_CHR06:11783520-11783820_MR",-0.0355215514846798,0.499999999999994,1.34768076297265,0.668388969764186
"MqA_CHR02:6636027-6636327_MR",-0.0354494549569297,0.500000000000138,1.34768076297265,0.389078976388832
"MqA_CHR07:21444748-21445048_BG",-0.0352794173620397,0.499999999999994,1.34768076297265,-0.515704723690055
"MqA_CHR05:3660673-3660973_MR",-0.0351576062350101,0.500000000000133,1.34768076297265,-0.909415248237334
