"MR_mean","MR_sd","age_impact","MR_death_impact","MR_age_impact","recruitment_const","dist_imp","i"
0.287577520124614,0.273622734239325,0.24370658218395,0.205826920224354,9.56696277367882,0.00249177928781137,TRUE,1
0.788305135443807,0.593866932671517,0.230064266151749,0.942539047449827,17.4922817293555,0.00693677905248478,FALSE,2
0.4089769218117,0.160184813430533,0.234262352832593,0.379323791945353,13.9047126262449,0.00530273141432554,FALSE,3
0.883017404004931,0.853430238785222,0.562990833865479,0.626240141224116,17.1079496201128,0.0049103697296232,FALSE,4
0.940467284293845,0.847739157732576,0.543544575641863,0.183502401923761,9.41076166694984,0.002443337243516,FALSE,5
0.0455564993899316,0.477886812528595,0.654708491684869,0.659207618329674,7.1162783249747,0.00152075652824715,FALSE,6
0.528105488047004,0.773692122427747,0.502680601621978,0.734692910686135,18.3293165382929,0.00278005768265575,TRUE,7
0.892419044394046,0.295400080503896,0.150109043694101,0.495679432991892,5.12427506269887,0.00425241281092167,FALSE,8
0.551435014465824,0.0656281118281186,0.104856678587385,0.868718743789941,13.5368097946048,0.00568388987798244,FALSE,9
0.456614735303447,0.44053312484175,0.299650781019591,0.831837944453582,19.5132528489921,0.00263104919530451,FALSE,10
0.956833345349878,0.462098857853562,0.865866901562549,0.983298825332895,9.03783145011403,0.00290303236013278,TRUE,11
0.453334156190977,0.340934370178729,0.340611585509032,0.666850225068629,19.7594010597095,0.00668592808488756,TRUE,12
0.677570635452867,0.185140318702906,0.638740245928057,0.642860142048448,5.53084231447428,0.00394153512315825,FALSE,13
0.572633401956409,0.506997726857662,0.647739727515727,0.0451452848501503,8.86964645702392,0.00683775474410504,TRUE,14
0.102924682665616,0.019191030645743,0.992942596366629,0.190846442477778,8.89836682123132,0.00607540261978284,TRUE,15
0.899824970401824,0.773686039494351,0.272070964728482,0.0325872437097132,19.2228273150977,0.0068780258926563,FALSE,16
0.24608773435466,0.55966507922858,0.77805152614601,0.847194477915764,19.6943410800304,0.001683937988244,TRUE,17
0.0420595335308462,0.64146263920702,0.318148603430018,0.424457255983725,16.0157729545608,0.00288388907676563,TRUE,18
0.327920719282702,0.468432118650526,0.394706998020411,0.817203438607976,9.3121963494923,0.00666806038748473,TRUE,19
0.954503649147227,0.279223810648546,0.103181945206597,0.151659993221983,11.134386776248,0.00484926931839436,FALSE,20
0.889539316063747,0.461216570343822,0.997681729239412,0.405844105640426,8.02366472082213,0.00687653211178258,TRUE,21
0.6928034061566,0.792738341726363,0.494253553939052,0.722508931532502,16.4987953868695,0.00683207204565406,FALSE,22
0.640506813768297,0.585565576329827,0.997919870424084,0.0596338284667581,16.1465740972199,0.00538330793054774,TRUE,23
0.994269776623696,0.394758985843509,0.277047252235934,0.330349223222584,12.4769207125064,0.00335105706797913,TRUE,24
0.655705799115822,0.811237349640578,0.200329116173089,0.776764001930133,15.0574939337093,0.00498077422939241,FALSE,25
0.708530468167737,0.318563093896955,0.325662805489264,0.840459345141426,16.286941904109,0.00254339390061796,TRUE,26
0.544066024711356,0.581447338219732,0.712428942788392,0.870581530267373,16.6079437825829,0.0028587908144109,TRUE,27
0.59414202044718,0.455488957930356,0.619528867071494,0.953041901579127,14.077539506834,0.00604273829422891,TRUE,28
0.28915973729454,0.268803449813277,0.474712566589005,0.38395575247705,10.8577361528296,0.00512963878829032,TRUE,29
0.147113647311926,0.555177204776555,0.756263119215146,0.950631966581568,15.0658635958098,0.00564959271019325,TRUE,30
0.963024232536554,0.231230884324759,0.616770759713836,0.704104625619948,18.0381171731278,0.00284704019362107,TRUE,31
0.902299045119435,0.54323289799504,0.61987163410522,0.421981393825263,11.5460430970415,0.00484937762934715,FALSE,32
0.690705278422683,0.447570141172037,0.63099921469111,0.39131609397009,6.80714516551234,0.00468034976534545,FALSE,33
0.795467417687178,0.130288136890158,0.300635506073013,0.21056674560532,14.2843003931921,0.00235932752490044,FALSE,34
0.0246136845089495,0.62172598275356,0.193143068766221,0.752480180934072,12.2076312650461,0.00247695530252531,FALSE,35
0.477795971091837,0.547994283260778,0.762855424243025,0.445077850483358,18.8583963445853,0.00626654804078862,FALSE,36
0.758459537522867,0.149244213709608,0.651163380616344,0.453314842423424,8.61009027808905,0.00570861835451797,TRUE,37
0.216407935833558,0.559545869240537,0.956091124471277,0.0832508592866361,16.6472236334812,0.00115396695863456,FALSE,38
0.318181007634848,0.42688557645306,0.963888279045932,0.365169028751552,16.2798183236737,0.00553199864318594,TRUE,39
0.231625785352662,0.447730098385364,0.770352445077151,0.894952905829996,15.147236372577,0.00638629535026848,TRUE,40
0.142800022382289,0.833294771611691,0.491347131109796,0.544437845936045,13.2757919584401,0.00635839543538168,FALSE,41
0.414546335814521,0.719587282743305,0.257297623599879,0.0308270663954318,13.9679079677444,0.00171661457372829,TRUE,42
0.413724326295778,0.456886755535379,0.491759261954576,0.388433083193377,17.9965637240093,0.00685763267613947,TRUE,43
0.368845450924709,0.521264262963086,0.786212368984707,0.113395245978609,12.4301106890198,0.00646031301049516,TRUE,44
0.152444747742265,0.24245707760565,0.927126379939727,0.277254458982497,19.7034344600979,0.00255397973861545,TRUE,45
0.13880606344901,0.0758608346804976,0.916027824627236,0.719519831007347,6.04062030906789,0.00633378409454599,TRUE,46
0.233034099452198,0.391295091249049,0.833961546095088,0.376025184988976,13.338934459025,0.00599815161386505,TRUE,47
0.465962450252846,0.0131082159932703,0.279777648393065,0.634459954453632,7.84060287987813,0.00363571138633415,FALSE,48
0.265972640365362,0.867499468615279,0.144663026789203,0.496747792465612,9.44686222355813,0.00146050845459104,TRUE,49
0.857827715342864,0.992615673691034,0.531053673056886,0.807486457750201,17.6150618272368,0.0061969239031896,FALSE,50
0.0458311666734517,0.7088553882204,0.63135403196793,0.582188408123329,8.07660651858896,0.00294197014905512,TRUE,51
0.442200074205175,0.826715490315109,0.186958212242462,0.172012803377584,13.7407863454428,0.00239256051788107,TRUE,52
0.798924845643342,0.891896269517019,0.955801211413927,0.937291039619595,10.9439329733141,0.00596673797722906,TRUE,53
0.12189925997518,0.53941073268652,0.246468824753538,0.0538108746986836,9.58356914343312,0.00694933962356299,TRUE,54
0.560947983758524,0.555313591845334,0.929355636355467,0.0872321871574968,12.0838293398265,0.00238083403976634,TRUE,55
0.20653138961643,0.276439883746207,0.21499756553676,0.841558005660772,16.148736467585,0.00153288658661768,FALSE,56
0.127531650243327,0.659197925822809,0.696465631457977,0.420889260945842,19.6520540991332,0.00481116171507165,FALSE,57
0.753307864302769,0.243435242446139,0.805637734686025,0.717486052773893,7.34395776991732,0.00613930565584451,TRUE,58
0.895045359153301,0.288266204763204,0.788151845615357,0.736150731099769,6.94138717022724,0.0021036509280093,TRUE,59
0.374462775886059,0.715780958533287,0.705313279479742,0.987470545107499,13.7083895422984,0.00403284909622744,FALSE,60
0.665115194628015,0.727533633122221,0.204099312145263,0.960967119550332,7.05723762395792,0.0031333635863848,FALSE,61
0.0948406609240919,0.173043038696051,0.866171338781714,0.141793734394014,8.02994666737504,0.00594697530474514,FALSE,62
0.383969637798145,0.306311258813366,0.656165435351431,0.664951315848157,10.1247359684203,0.003902373383753,TRUE,63
0.27438364457339,0.369907276704907,0.852770400396548,0.0331542422063649,8.9885142003186,0.00239147756481543,TRUE,64
0.814640038879588,0.0777215543203056,0.252935402281582,0.494513350538909,15.8237897232175,0.0026209805989638,FALSE,65
0.448516341391951,0.713150188792497,0.109253098070622,0.791352422675118,15.4323722654954,0.0059379610051401,TRUE,66
0.810064353048801,0.550922729074955,0.391122758132406,0.379209753591567,16.9131309061777,0.00115501752262935,FALSE,67
0.812389509519562,0.135865396354347,0.342714452045038,0.948299361392856,9.11704997997731,0.00343555303197354,FALSE,68
0.794342321110889,0.974163694074377,0.842735220468603,0.660675780382007,7.72934542968869,0.00457620768481866,TRUE,69
0.439831687603146,0.561963158892468,0.940295563312247,0.432765095261857,11.9390550057869,0.00417243791557848,FALSE,70
0.754475158639252,0.788409381639212,0.215012335288338,0.838682598201558,13.2581761525944,0.00509542545070872,FALSE,71
0.629221131559461,0.848914084257558,0.922003845614381,0.804698722902685,14.3407657125499,0.00404687744611874,TRUE,72
0.710182401351631,0.878041774732992,0.64471055297181,0.427062305156142,12.2434013581369,0.00432623077230528,FALSE,73
0.000624773325398564,0.800476373871788,0.46025664980989,0.329390509519726,6.94746461231261,0.00604744062852114,TRUE,74
0.475316574098542,0.640148486476392,0.699215773073956,0.565040512941778,18.2599521055818,0.00287506096158177,FALSE,75
0.220118885161355,0.628927760757506,0.790839349478483,0.861229171976447,19.8697689175606,0.00121568872174248,TRUE,76
0.379816537722945,0.271409004693851,0.569706130120903,0.585871024755761,17.9294815403409,0.00589596436358988,FALSE,77
0.612771003274247,0.0299398254137486,0.455056765396148,0.645120128290728,17.7837607671972,0.00567146073654294,FALSE,78
0.351797909243032,0.41986421495676,0.969208150194027,0.767084069550037,10.6612041080371,0.0061562769478187,TRUE,79
0.111135424347594,0.35543467104435,0.144086986570619,0.692857024027035,14.2561474977992,0.00139431613916531,TRUE,80
0.243619472719729,0.392331253970042,0.237977444496937,0.866797682829201,12.7751358877867,0.00105283671105281,TRUE,81
0.66805558744818,0.171936832368374,0.727155158971436,0.094697552267462,5.55393814924173,0.00455008525308222,FALSE,82
0.417646779678762,0.319642119342461,0.755007285904139,0.609939294168726,16.1454865173437,0.00621769228251651,TRUE,83
0.788195834029466,0.413555064238608,0.19754147392232,0.240874789655209,17.636427563848,0.00367775131482631,FALSE,84
0.102864644257352,0.759335696697235,0.518111691018566,0.469641658943146,5.73672975762747,0.00122545002773404,FALSE,85
0.434892741497606,0.271890205098316,0.67791298259981,0.28392208670266,18.3993381157052,0.00346174349961802,FALSE,86
0.984956979984418,0.115582457045093,0.457399844075553,0.918441278627142,10.6726617924869,0.00319129726709798,FALSE,87
0.893051114398986,0.0293366149999201,0.991387231345288,0.399744049180299,15.433464521775,0.00385950898332521,FALSE,88
0.886469060787931,0.806855297880247,0.71083792890422,0.565344660310075,15.7596704375464,0.00180206653429195,FALSE,89
