"time","sum_size"
1,99
2,98
3,228
4,157
5,134
6,125
7,114
8,109
9,104
10,103
11,102
12,100
13,100
14,99
15,98
16,97
17,97
18,97
19,97
20,97
21,97
22,96
23,95
24,93
25,271
26,234
27,336
28,221
29,230
30,282
31,218
32,185
33,171
34,163
35,197
36,167
37,152
38,143
39,138
40,136
41,134
42,336
43,301
44,229
45,185
46,286
47,209
48,174
49,160
50,146
51,137
52,244
53,176
54,154
55,143
56,135
57,128
58,125
59,123
60,233
61,183
62,154
63,145
64,139
65,136
66,131
67,128
68,124
69,122
70,298
71,318
72,228
73,184
74,308
75,223
76,173
77,162
78,152
79,263
80,201
81,180
82,160
83,270
84,194
85,403
86,260
87,218
88,342
89,247
90,206
91,184
92,172
93,166
94,242
95,425
96,296
97,238
98,215
99,198
100,281
101,222
102,200
103,188
104,178
105,170
106,316
107,239
108,429
109,304
110,245
111,218
112,357
113,431
114,309
115,437
116,332
117,275
118,239
119,227
120,213
121,205
122,262
123,223
124,211
125,246
126,216
127,325
128,254
129,329
130,353
131,282
132,244
133,418
134,306
135,250
136,232
137,225
138,216
139,212
140,319
141,251
142,285
143,247
144,229
145,219
146,210
147,205
148,203
149,201
150,199
151,237
152,398
153,306
154,251
155,225
156,213
157,304
158,355
159,411
160,307
161,259
162,270
163,237
164,228
165,296
166,254
167,535
168,299
169,245
170,331
171,265
172,371
173,470
174,340
175,283
176,256
177,243
178,229
179,436
180,323
181,284
182,314
183,263
184,245
185,238
186,331
187,283
188,257
189,239
190,387
191,298
192,566
193,459
194,337
195,389
196,311
197,276
198,255
199,239
200,233
201,223
202,214
203,209
204,552
205,387
206,451
207,323
208,276
209,241
210,225
211,307
212,355
213,273
214,247
215,230
216,219
217,289
218,241
219,319
220,457
221,335
222,365
223,395
224,312
225,270
226,247
227,236
228,228
229,225
230,222
231,216
232,210
233,208
234,205
235,203
236,201
237,262
238,237
239,218
240,213
241,207
242,204
243,202
244,363
245,275
246,234
247,219
248,210
249,204
250,200
251,198
252,343
253,274
254,235
255,245
256,216
257,412
258,305
259,317
260,270
261,249
262,333
263,271
264,299
265,264
266,246
267,237
268,230
269,367
270,281
271,258
272,244
273,340
274,289
275,268
276,256
277,309
278,614
279,234
280,195
281,338
282,227
283,243
284,205
285,192
286,173
287,370
288,261
289,217
290,198
291,190
292,214
293,354
294,251
295,257
296,327
297,244
298,213
299,200
300,322
301,253
302,238
303,320
304,256
305,224
306,212
307,201
308,247
309,212
310,193
311,269
312,224
313,382
314,282
315,236
316,307
317,241
318,391
319,291
320,247
321,224
322,288
323,241
324,226
325,338
326,271
327,318
328,253
329,234
330,218
331,266
332,226
333,568
334,300
335,244
336,211
337,194
338,255
339,208
340,269
341,360
342,276
343,317
344,589
