"MR_mean","MR_sd","age_impact","MR_death_impact","MR_age_impact","age_recruit_impact_value","MR_recruit_impact","recruitment_const","dist_imp","i"
0.287577520124614,0.273622734239325,0.24370658218395,0.205826920224354,9.56696277367882,0.256143582488876,0.44585841081338,0.0066517043071799,FALSE,1
0.788305135443807,0.593866932671517,0.230064266151749,0.942539047449827,17.4922817293555,0.989568543659989,0.403418231050018,0.00495522443950176,TRUE,2
0.4089769218117,0.160184813430533,0.234262352832593,0.379323791945353,13.9047126262449,0.719950683363713,0.37783217726741,0.00239872658904642,TRUE,3
0.883017404004931,0.853430238785222,0.562990833865479,0.626240141224116,17.1079496201128,0.655211005387828,0.533520487528294,0.006225092837587,FALSE,4
0.940467284293845,0.847739157732576,0.543544575641863,0.183502401923761,9.41076166694984,0.24815064518014,0.0830475577735342,0.00214892186154611,FALSE,5
0.0455564993899316,0.477886812528595,0.654708491684869,0.659207618329674,7.1162783249747,0.0959248271607794,0.719681270618457,0.00607329859794118,TRUE,6
0.528105488047004,0.773692122427747,0.502680601621978,0.734692910686135,18.3293165382929,0.303709517638199,0.250384228962939,0.00395374730508775,FALSE,7
0.892419044394046,0.295400080503896,0.150109043694101,0.495679432991892,5.12427506269887,0.546648113802075,0.846054870348889,0.00271702266926877,FALSE,8
0.551435014465824,0.0656281118281186,0.104856678587385,0.868718743789941,13.5368097946048,0.782841829867102,0.9953650852805,0.00533278881618753,TRUE,9
0.456614735303447,0.44053312484175,0.299650781019591,0.831837944453582,19.5132528489921,0.279123117225245,0.11396047469927,0.00509293082682416,FALSE,10
0.956833345349878,0.462098857853562,0.865866901562549,0.983298825332895,9.03783145011403,0.324000339421909,0.49022627862636,0.00424381614243612,FALSE,11
0.453334156190977,0.340934370178729,0.340611585509032,0.666850225068629,19.7594010597095,0.948178134006448,0.686859573980328,0.00603299806290306,TRUE,12
0.677570635452867,0.185140318702906,0.638740245928057,0.642860142048448,5.53084231447428,0.495353295321111,0.82131297029322,0.00635303441714495,TRUE,13
0.572633401956409,0.506997726857662,0.647739727515727,0.0451452848501503,8.86964645702392,0.973229532777332,0.767911912733689,0.0069309136508964,FALSE,14
0.102924682665616,0.019191030645743,0.992942596366629,0.190846442477778,8.89836682123132,0.847441432264168,0.43253221507417,0.0040131828810554,FALSE,15
0.899824970401824,0.773686039494351,0.272070964728482,0.0325872437097132,19.2228273150977,0.979874272288289,0.93661185887875,0.00376065965555608,TRUE,16
0.24608773435466,0.55966507922858,0.77805152614601,0.847194477915764,19.6943410800304,0.12284976806026,0.731720787789673,0.00260949325561523,FALSE,17
0.0420595335308462,0.64146263920702,0.318148603430018,0.424457255983725,16.0157729545608,0.320841697666328,0.343942767295521,0.00695306548080407,TRUE,18
0.327920719282702,0.468432118650526,0.394706998020411,0.817203438607976,9.3121963494923,0.94522996393498,0.484185038260184,0.00667864857870154,FALSE,19
0.954503649147227,0.279223810648546,0.103181945206597,0.151659993221983,11.134386776248,0.64512943753507,0.965847339071333,0.00669514925265685,TRUE,20
0.889539316063747,0.461216570343822,0.997681729239412,0.405844105640426,8.02366472082213,0.979627798444126,0.914566900709178,0.00403741051256657,TRUE,21
0.6928034061566,0.792738341726363,0.494253553939052,0.722508931532502,16.4987953868695,0.97229188753292,0.235798355699517,0.00586090165004134,FALSE,22
0.640506813768297,0.585565576329827,0.997919870424084,0.0596338284667581,16.1465740972199,0.733245808540378,0.31418690940598,0.00394107656599954,FALSE,23
0.994269776623696,0.394758985843509,0.277047252235934,0.330349223222584,12.4769207125064,0.397924416216556,0.35321835329989,0.00216313953907229,FALSE,24
0.655705799115822,0.811237349640578,0.200329116173089,0.776764001930133,15.0574939337093,0.666827747849748,0.0532827015337534,0.00398107144446112,FALSE,25
0.708530468167737,0.318563093896955,0.325662805489264,0.840459345141426,16.286941904109,0.264659993601963,0.963994403621182,0.00679461763752624,TRUE,26
0.544066024711356,0.581447338219732,0.712428942788392,0.870581530267373,16.6079437825829,0.316700484377798,0.817398177837022,0.00461165405041538,TRUE,27
0.59414202044718,0.455488957930356,0.619528867071494,0.953041901579127,14.077539506834,0.84205181854777,0.677975590240676,0.00536896328721195,FALSE,28
0.28915973729454,0.268803449813277,0.474712566589005,0.38395575247705,10.8577361528296,0.691390400067903,0.411983258794062,0.00205103343282826,TRUE,29
0.147113647311926,0.555177204776555,0.756263119215146,0.950631966581568,15.0658635958098,0.777182797181886,0.273483928025235,0.00452798285684548,TRUE,30
0.963024232536554,0.231230884324759,0.616770759713836,0.704104625619948,18.0381171731278,0.314761631947476,0.92903883920284,0.0057639522482641,FALSE,31
0.902299045119435,0.54323289799504,0.61987163410522,0.421981393825263,11.5460430970415,0.645147308842279,0.372907845887821,0.00425853479118086,FALSE,32
